CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
51.407.683/0001-37;2024-03-01;1;2024-04-12;FUNDO DE INVESTIMENTO IMOBILIARIO VANCOUVER;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6LCTF005;1090;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.413.518/0001-98;2024-01-01;1;2024-02-15;BLUECAP LAST MILE I FII;2023-08-15;INVESTIDORES EM GERAL;;4000;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
51.413.518/0001-98;2024-02-01;1;2024-03-13;BLUECAP LAST MILE I FII;2023-08-15;INVESTIDORES EM GERAL;;4000;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
51.413.518/0001-98;2024-03-01;1;2024-04-15;BLUECAP LAST MILE I FII;2023-08-15;INVESTIDORES EM GERAL;;4000;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
51.416.131/0001-95;2024-01-01;1;2024-02-14;FUNDO DE INVESTIMENTO IMOBILIARIO TORONTO;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;3236;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.416.131/0001-95;2024-02-01;1;2024-03-15;FUNDO DE INVESTIMENTO IMOBILIARIO TORONTO;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;3236;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.416.131/0001-95;2024-03-01;1;2024-04-12;FUNDO DE INVESTIMENTO IMOBILIARIO TORONTO;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;3236;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.472.985/0001-99;2024-01-01;1;2024-02-14;AJ MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-17;INVESTIDORES EM GERAL;BRAJFICTF001;31625978;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.472.985/0001-99;2024-02-01;1;2024-03-15;AJ MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-17;INVESTIDORES EM GERAL;BRAJFICTF001;31625978;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.472.985/0001-99;2024-03-01;1;2024-04-15;AJ MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-17;INVESTIDORES EM GERAL;BRAJFICTF001;31625978;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.475.461/0001-51;2024-01-01;1;2024-02-09;KINEA OPORTUNIDADES AGRO I FIAGRO IMOBILIÁRIO;2023-08-09;INVESTIDOR QUALIFICADO;BRKOPACTF006;354677;N;N;Renda;Títulos e Val. Mob.;Ativa;Determinado;2029-08-09;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.475.461/0001-51;2024-02-01;1;2024-03-14;KINEA OPORTUNIDADES AGRO I FIAGRO IMOBILIÁRIO;2023-08-09;INVESTIDOR QUALIFICADO;BRKOPACTF006;354677;N;N;Renda;Títulos e Val. Mob.;Ativa;Determinado;2029-08-09;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.475.461/0001-51;2024-03-01;1;2024-04-11;KINEA OPORTUNIDADES AGRO I FIAGRO IMOBILIÁRIO;2023-08-09;INVESTIDOR QUALIFICADO;BRKOPACTF006;354677;N;N;Renda;Títulos e Val. Mob.;Ativa;Determinado;2029-08-09;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.476.870/0001-72;2024-01-01;1;2024-02-16;DELTA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-08-03;INVESTIDOR PROFISSIONAL;000000000000;94960;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;S;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
51.476.870/0001-72;2024-02-01;1;2024-03-15;DELTA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-08-03;INVESTIDOR PROFISSIONAL;000000000000;94960;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;S;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
51.476.870/0001-72;2024-03-01;1;2024-04-17;DELTA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-08-03;INVESTIDOR PROFISSIONAL;000000000000;146805.74293563;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;S;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
51.574.466/0001-31;2024-01-01;1;2024-02-09;W601 FII;2023-10-04;INVESTIDOR PROFISSIONAL;;18658264.7;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br;middleSMC@bancodaycoval.com.br
51.574.466/0001-31;2024-02-01;1;2024-03-14;W601 FII;2023-10-04;INVESTIDOR PROFISSIONAL;;18658264.7;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br;middleSMC@bancodaycoval.com.br
51.574.466/0001-31;2024-03-01;1;2024-04-16;W601 FII;2023-10-04;INVESTIDOR PROFISSIONAL;;18658264.7;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br;middleSMC@bancodaycoval.com.br
51.575.078/0001-75;2024-01-01;1;2024-02-14;PÁTRIA CRÉDITO AGRÍCOLA FIAGRO - IMOBILIÁRIO;2023-07-26;INVESTIDORES EM GERAL;BRPAAGCTF003;11662178;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.575.078/0001-75;2024-02-01;1;2024-03-15;PÁTRIA CRÉDITO AGRÍCOLA FIAGRO - IMOBILIÁRIO;2023-07-26;INVESTIDORES EM GERAL;BRPAAGCTF003;11662178;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.575.078/0001-75;2024-03-01;1;2024-04-15;PÁTRIA CRÉDITO AGRÍCOLA FIAGRO - IMOBILIÁRIO;2023-07-26;INVESTIDORES EM GERAL;BRPAAGCTF003;11662178;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.601.636/0001-20;2024-01-01;1;2024-02-15;CYRELA HEDGE;2024-01-04;INVESTIDORES EM GERAL;;21021208;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;AV PAULISTA;1793;2o ANDAR;Bela Vista;SÃO PAULO;SP;01311-200;1131381171;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
51.601.636/0001-20;2024-02-01;1;2024-03-11;CYRELA HEDGE;2024-01-04;INVESTIDORES EM GERAL;;21021208;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;AV PAULISTA;1793;2o ANDAR;Bela Vista;SÃO PAULO;SP;01311-200;1131381171;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
51.601.636/0001-20;2024-03-01;1;2024-04-16;CYRELA HEDGE;2024-01-04;INVESTIDORES EM GERAL;;21021208;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;AV PAULISTA;1793;2o ANDAR;Bela Vista;SÃO PAULO;SP;01311-200;1131381171;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
51.646.298/0001-42;2024-01-01;1;2024-02-15;SANTANDER PAPEIS IMOBILIARIOS FII;2023-10-18;INVESTIDORES EM GERAL;BRSAPICTF001;1543684;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
51.646.298/0001-42;2024-02-01;1;2024-03-14;SANTANDER PAPEIS IMOBILIARIOS FII;2023-10-18;INVESTIDORES EM GERAL;BRSAPICTF001;1543684;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
51.646.298/0001-42;2024-03-01;1;2024-04-10;SANTANDER PAPEIS IMOBILIARIOS FII;2023-10-18;INVESTIDORES EM GERAL;BRSAPICTF001;1543684;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
51.658.280/0001-60;2024-01-01;1;2024-02-14;FIAGRO VALORA;2023-08-18;INVESTIDORES EM GERAL;;7000000;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;(11)3138-0921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
51.658.280/0001-60;2024-02-01;1;2024-03-15;FIAGRO VALORA;2023-08-18;INVESTIDORES EM GERAL;;7000000;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;(11)3138-0921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
51.658.280/0001-60;2024-03-01;1;2024-04-16;FIAGRO VALORA;2023-08-18;INVESTIDORES EM GERAL;;7000000;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;(11)3138-0921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
51.665.327/0001-13;2024-01-01;1;2024-02-14;AZ PANORAMA CRÉDITO IMOBILIÁRIO FII;2023-08-02;INVESTIDORES EM GERAL;BRAZPRCTF007;14437342;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.665.327/0001-13;2024-02-01;1;2024-03-15;AZ PANORAMA CRÉDITO IMOBILIÁRIO FII;2023-08-02;INVESTIDORES EM GERAL;BRAZPRCTF007;14437342;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.665.327/0001-13;2024-03-01;1;2024-04-15;AZ PANORAMA CRÉDITO IMOBILIÁRIO FII;2023-08-02;INVESTIDORES EM GERAL;BRAZPRCTF007;14437342;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
51.666.294/0001-26;2024-01-01;1;2024-02-15;BRPR E-TOWER FII SUB;2024-01-02;INVESTIDOR QUALIFICADO;;2504500;N;N;;Lajes Corporativas;;Determinado;2028-08-02;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
51.666.294/0001-26;2024-02-01;1;2024-03-15;BRPR E-TOWER FII SUB;2024-01-02;INVESTIDOR QUALIFICADO;;2504500;N;N;;Lajes Corporativas;;Determinado;2028-08-02;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
51.666.294/0001-26;2024-03-01;1;2024-04-15;BRPR E-TOWER FII SUB;2024-01-02;INVESTIDOR QUALIFICADO;;2504500;N;N;;Lajes Corporativas;;Determinado;2028-08-02;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
51.672.980/0001-00;2024-01-01;1;2024-02-14;OLSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0I6NCTF001;2273.33925735;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.672.980/0001-00;2024-02-01;1;2024-03-15;OLSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0I6NCTF001;2455.64271647;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.672.980/0001-00;2024-03-01;1;2024-04-12;OLSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0I6NCTF001;2633.07254399;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
51.710.043/0001-00;2024-01-01;3;2024-03-19;LAVOURA I FIAGRO IMOBILIÁRIO;2023-10-25;INVESTIDOR QUALIFICADO;BRLAFICTF007;463000;N;S;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
51.710.043/0001-00;2024-02-01;1;2024-03-15;LAVOURA I FIAGRO IMOBILIÁRIO;2023-10-25;INVESTIDOR QUALIFICADO;BRLAFICTF007;463000;N;S;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
51.710.043/0001-00;2024-03-01;1;2024-04-12;LAVOURA I FIAGRO IMOBILIÁRIO;2023-10-25;INVESTIDOR QUALIFICADO;BRLAFICTF007;463000;N;S;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
51.734.924/0001-52;2024-01-01;1;2024-02-09;KINEA DESENVOLVIMENTO LOGÍSTICO FII;2023-12-15;INVESTIDOR QUALIFICADO;BRKLOGCTF002;193999815;N;N;Híbrido;Logística;Ativa;Determinado;2029-12-15;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.734.924/0001-52;2024-02-01;1;2024-03-14;KINEA DESENVOLVIMENTO LOGÍSTICO FII;2023-12-15;INVESTIDOR QUALIFICADO;BRKLOGCTF002;193999815;N;N;Híbrido;Logística;Ativa;Determinado;2029-12-15;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.734.924/0001-52;2024-03-01;1;2024-04-11;KINEA DESENVOLVIMENTO LOGÍSTICO FII;2023-12-15;INVESTIDOR QUALIFICADO;BRKLOGCTF002;193999815;N;N;Híbrido;Logística;Ativa;Determinado;2029-12-15;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
51.753.261/0001-13;2024-01-01;1;2024-02-15;JALAPÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR QUALIFICADO;;4347.2965;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2035-09-30;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
51.753.261/0001-13;2024-02-01;1;2024-03-13;JALAPÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR QUALIFICADO;;4347.2965;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2035-09-30;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
51.753.261/0001-13;2024-03-01;1;2024-04-15;JALAPÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-27;INVESTIDOR QUALIFICADO;;4347.2965;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2035-09-30;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
51.786.271/0001-55;2024-01-01;1;2024-02-15;RAIZZ DESENV FII;2023-09-29;INVESTIDOR PROFISSIONAL;;26534;N;N;;Logística;;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
51.786.271/0001-55;2024-02-01;1;2024-03-15;RAIZZ DESENV FII;2023-09-29;INVESTIDOR PROFISSIONAL;;33529;N;N;;Logística;;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
